epoch,acc,loss,val_acc,val_loss
0,0.32596050019572986,1.7827679660320366,0.42936752174193893,1.5679567889931907
1,0.4416733428546763,1.4974242400515145,0.4389802274343761,1.54859651722726
2,0.4831934236671289,1.3879045226854725,0.49693509064849356,1.3662480169065934
3,0.504127625484336,1.327425333793279,0.5107272338131471,1.310729677571198
4,0.5195234943787387,1.2836858337503263,0.5398439799624088,1.2594687617514941
5,0.5345362081587587,1.2485381382220657,0.5089161446368372,1.358815949172504
6,0.5422689748880004,1.219575609552594,0.5580941895591279,1.1870427739770923
7,0.5521961754174511,1.1973620678772352,0.5590693914656122,1.1649066636213754
8,0.5588839736678325,1.1782051101698057,0.5533574935008337,1.1917978963757847
9,0.5647357971367863,1.1640056959067298,0.5713290739072734,1.1593931958019135
10,0.5723988993009093,1.1484502470768616,0.569935927852079,1.161761743967066
11,0.5788428715744123,1.1319288744805702,0.5660351199458887,1.1811547125239463
12,0.5782855550565749,1.1213054970483463,0.5780161733425869,1.134469483079901
13,0.5848688564566826,1.1173514539185867,0.5877681930717336,1.1205235297754552
14,0.5898150405806473,1.1028582631136092,0.5867929914247428,1.1315877830713996
15,0.5949353861168902,1.0894333999804466,0.5866536769126411,1.1425458283897196
16,0.5923926294931627,1.0853530134193543,0.5748119382854623,1.149767880412854
17,0.5942735727492983,1.078144709762641,0.5789913753321092,1.1279443277766958
18,0.596502838835181,1.0706092269697418,0.5827528688507546,1.129545290523392
19,0.6033996307819572,1.0639443324814646,0.6029534819282905,1.073481351142351
20,0.6050715803416978,1.0626634586492283,0.5879075079367466,1.0986808131177235
21,0.6095301125093108,1.0434805275093464,0.5867929911008948,1.1023669172671053
22,0.6101570935948623,1.0413983850802344,0.598913359530758,1.0876557330039633
23,0.6095301125087917,1.0423878508968791,0.578852060508615,1.1377614102624491
24,0.6127346825037445,1.032766639764848,0.5918083159674938,1.097761468553392
25,0.6182730154348535,1.0228002977460906,0.6143772767264553,1.051015906245571
26,0.6192483193444427,1.0248686536036338,0.5844246435128868,1.1181306936174806
27,0.61743704065135,1.0183711535147753,0.6064363459764034,1.069822923861824
28,0.6198753004325894,1.0073252628828615,0.6049038859799932,1.076393009719534
29,0.6242641680330072,1.0097137723286624,0.5938980348198551,1.0761678253738254
30,0.627468738027441,1.0001190778537206,0.5984954157038199,1.073671474626745
31,0.6266327632491278,0.9973796859356074,0.5918083160090127,1.102491278511696
32,0.6271552474854437,0.9984600837421108,0.6152131639443822,1.0463448854718087
33,0.6287227002026964,0.9946160496512386,0.6171635685026164,1.0217086229775403
34,0.6307429725869936,0.9894906827677977,0.6161883663490942,1.0356661679529902
35,0.6347486850813334,0.9828720241053202,0.6044859421841944,1.053468488987175
36,0.6316486119376923,0.986225410220956,0.6023962237864658,1.076404661721765
37,0.6306036434588319,0.9853198033176149,0.6032321111268737,1.07423141780347
38,0.635514995299718,0.9797068113522319,0.6047645711855624,1.0566320583436044
39,0.6368037897544186,0.9747090241188099,0.615909737148435,1.0330224962047163
40,0.638231913337281,0.9736257099283955,0.5952911800965688,1.0937754555666852
41,0.6363858023637049,0.9678318516463752,0.6065756604781255,1.0823437674736562
42,0.6388588944254278,0.9673357301941943,0.6267762735556612,1.026653204153207
43,0.6394162109463793,0.9651810930599808,0.6115909855191042,1.0563769804126424
44,0.6451287052840573,0.9602473084248281,0.6074115482046598,1.0627117865804794
45,0.6443972273523845,0.9571905788522749,0.6081081210765609,1.0661717586299235
46,0.6621616914597934,0.908208114873562,0.6345778898143708,0.9871750934250335
47,0.6662370685161378,0.8994437690239441,0.6330454294858088,0.9932797248004273
48,0.67020794872688,0.8897784412667072,0.6341599462676859,0.990263997221365
49,0.6697202967751997,0.8835080287674012,0.6354137771568547,0.9895045360486449
50,0.6680483472092307,0.8901256841237802,0.6354137774059685,0.9868874241410855
51,0.6734473510059494,0.8770360720893001,0.6377821250251158,0.9826041413847368
52,0.6764080950235049,0.8805187336101091,0.6356924064094126,0.9906575964038735
53,0.6740743320951342,0.8783917553729865,0.6383393833018771,0.9848316284044477
54,0.672750705355798,0.8791984069197483,0.6395932142740839,0.9857553337423266
55,0.672611376224522,0.8724401280060221,0.6408470457029993,0.982170692881931
56,0.6779407154592361,0.8681234475433476,0.6394539000733744,0.9960352418309518
57,0.6794036713267341,0.86787775888343,0.6388966417031954,0.9851772467358991
58,0.6779755477397195,0.8661137183391711,0.6322095423924389,0.9975856163669518
59,0.6784980319781115,0.866160515788589,0.638896641599398,0.9840924207958779
60,0.6761991013271099,0.8671039542186978,0.6348565191292072,0.9891134928507115
61,0.6788463548057825,0.8630222660973095,0.6369462375061763,0.9865518554611254
62,0.678811522523223,0.8649591160209215,0.6384786979073965,0.9889944266703309
63,0.6804486397998851,0.8605408966655479,0.639175270561323,0.9847860299232454
64,0.6820160925166187,0.8577832549093094,0.6379214397136731,0.9949481312406614
65,0.6783587028457975,0.8590104418970781,0.6377821248797994,0.9854171580509675
66,0.683653209796914,0.8561969987837605,0.6388966413710435,0.9902119779319409
67,0.6795081681707792,0.8584443702564547,0.6370855520390375,0.9880430271839176
68,0.6832700546877217,0.8481674150445792,0.6376428105856722,0.9848312133293642
69,0.6823295830617301,0.8495955797749721,0.6375034959490136,0.9843158198395465
70,0.6834442161005191,0.8482365678140598,0.6391752708104368,0.9845798619846118
71,0.6827127381678082,0.8517072400876009,0.6412649893846211,0.9837729193158106
72,0.6825734090354941,0.8491037907338058,0.64112567484138,0.9835830384719568
73,0.6829217318621269,0.8448868247382988,0.6397325291909957,0.9845207000753821
74,0.6823992476226968,0.8518754571262059,0.6400111582670979,0.9826434325700842
75,0.685847643598161,0.8468887804298549,0.6407077310040622,0.9828528954989234
76,0.6836183775164307,0.8442766814982781,0.6402897874366178,0.9831408656382086
77,0.6872061026200568,0.8466140113283322,0.6404291019590992,0.9824875803442719
78,0.6851858302316072,0.8491493171897984,0.6395932145750964,0.9827512027194952
79,0.6819115956710163,0.8431960253918315,0.6411256748828991,0.9829452367430446
80,0.6816677696910238,0.8510766568891124,0.6408470457652778,0.9829857168393767
81,0.689714026964339,0.8392754617149776,0.6405684165438592,0.9822001384561334
82,0.6823992476226968,0.8509697924296747,0.640289787384719,0.9830690520182647
83,0.684663345993215,0.8460318527171353,0.6411256747687218,0.9829549640287352
84,0.6837925389261138,0.8510193130954969,0.6408470456926196,0.9827305899554639
85,0.6833745515364382,0.849563728081752,0.6400111582048194,0.983411913765161
86,0.6865094569667911,0.846677916304246,0.6408470455992019,0.9839380479540482
87,0.6838622034912328,0.8483384013458323,0.6407077311182394,0.9842624839547867
88,0.6834442161015571,0.8476046081051698,0.6407077311078596,0.9842579057188453
89,0.6838970357748304,0.8482907458949336,0.6404291019383398,0.9838869132150321
90,0.6850116688188097,0.8454415136513206,0.6404291019798587,0.9830673182013142
91,0.6850813333839287,0.8437698935220025,0.6400111581633003,0.9833653542171883
92,0.6849420042505766,0.843000630113439,0.6404291019383398,0.9822699483629346
93,0.684524016862977,0.8482512191045437,0.6395932144920585,0.9830460696924643
94,0.6880072451147724,0.8445086546267929,0.6404291018968208,0.9831710649328864
95,0.683653209796914,0.8478227621805017,0.6416829330870022,0.9823068024870345
96,0.6855341530572019,0.8454293638167782,0.6407077310663407,0.9834694238003332
97,0.684663345993215,0.8474358663156516,0.6405684165230997,0.9831735239613061
98,0.6863701278386293,0.8433574860636363,0.6405684165023402,0.9837173512908709
99,0.6812149500177507,0.8471508784141571,0.64112567484138,0.9829241843355935
100,0.6853948239248878,0.8531651405349056,0.6400111582151992,0.9831333005384096
101,0.6860914695781535,0.8457139596665365,0.6402897873432001,0.9825548338585741
102,0.6870319412041451,0.8446893948049372,0.6405684165334794,0.9823149516218409
103,0.685638649900728,0.8475154948801766,0.6409863602254808,0.9839316560399212
104,0.685394823926964,0.846796474734495,0.6408470456407209,0.9832039073355626
105,0.6864397924037483,0.8454200928643636,0.6407077310455812,0.9830359620431126
